Iteration,AUC,Execution Time (s),Size
1,nan,1.360898733139038,5
1,nan,1.2514441013336182,6
1,nan,1.150752067565918,7
1,nan,1.2657759189605713,8
1,nan,1.1361548900604248,9
1,nan,1.345688819885254,10
