Iteration,AUC,Execution Time (s),Size
1,nan,1.6500401496887207,5
1,nan,1.613429069519043,6
1,nan,1.4578533172607422,7
1,nan,1.3272640705108643,8
1,nan,1.3735671043395996,9
1,nan,1.3403759002685547,10
